name,size,values,imports
node.1.zacjmclean,222.0,,"['node.3.DanielleGuss', 'node.3.helenmccombie', 'node.3.michaelbodey', 'node.3.rachbaxter7', 'node.3.amydale_tweets', 'node.1.whatlouthinks', 'node.3.dawkins_scott', 'node.1.andrew_hough', 'node.1.belinda_palmada', 'node.0.TonicPRAus', 'node.3.AngiraB_', 'node.3.lanai_scarr', 'node.1.samanthachiari', 'node.3.BrettMasonNews', 'node.1.JakeMcCallum_', 'node.3.mjrowland68', 'node.3.JACKTWARD_', 'node.3.channelclem', 'node.1.noah_yim', 'node.3.JacksonStiles', 'node.0.SammyPoate', 'node.2.NaomiShivaraman', 'node.1.jmodoh', 'node.1.jess_clement', 'node.1.samanthamaiden', 'node.3.WillCrouch9', 'node.1.Tim_Love', 'node.3.Andrew_Denney', 'node.3.rhiandeutrom', 'node.1.sophieelsworth', 'node.3.rlangjournalist', 'node.1.clarissa_bye', 'node.3.DigitalMediaBoy', 'node.3.RobbieP7', 'node.0.SydneyEditor', 'node.3.elizabethredman', 'node.1.akoubaridis', 'node.3._SarahMcPhee', 'node.3.joshkuskopf', 'node.3.MayneReport', 'node.3.bessie_hassan', 'node.3.tblakesydney', 'node.3.JournoLawJ', 'node.2.harrytclarke', 'node.3.tauerbach', 'node.1._juliabradley', 'node.3.Dean_Nye', 'node.3.tanyaksmart', 'node.1.jennamclarke', 'node.3.NicBerko', 'node.3.davemeddows', 'node.3.DiRollePR', 'node.3.LukeDennehy', 'node.3.timburrowes', 'node.3.adaromas', 'node.3.clairekimball', 'node.3.nicchristensen', 'node.3.SamEBJones', 'node.3.workmanalice', 'node.1.AngusKelleher', 'node.3.CamReddin', 'node.3.hunterphoto_', 'node.3.TVLandLis', 'node.3.DaniLeMessurier', 'node.3.influencingcom', 'node.3.annikasmethurst', 'node.3.AlexESampson', 'node.3.naveenjrazik', 'node.1.tminear', 'node.3.australia2', 'node.3.OscarBColeman', 'node.3.cathwebber', 'node.3.ViscountBrooky', 'node.3.joelgibson', 'node.3.mhammond7', 'node.3.melissameehanau', 'node.1.rachelbaxendale', 'node.3.Peter_F_Ryan', 'node.0.carmelmelouney', 'node.1.NicholasGray', 'node.3.rob_mcknight', 'node.3.DeborahClay', 'node.1.sarah_keoghan']"
node.1.MarissaGeorge01,59.0,,"['node.3._susan_liu', 'node.3.RosieKingJourno', 'node.1.BecFranks', 'node.3.Mel_Matheson', 'node.3.Boel84', 'node.1.jess_clement', 'node.3.dawkins_scott', 'node.3.JournoLawJ', 'node.3.mirandamwood', 'node.3.AlexTilbury', 'node.3.MrJChancellor', 'node.3.MelStevens', 'node.1.lauren_mcmah', 'node.3.RobbieP7', 'node.1.DaveyCampbell85', 'node.3.kel_robinson1', 'node.3.JessRapana', 'node.0.SydneyEditor', 'node.3.RenataGortan', 'node.1.LawrenceMachado', 'node.1.akoubaridis', 'node.1.LillSaleh']"
node.1.JakeMcCallum_,128.0,,"['node.3.DanielleGuss', 'node.3.SamEBJones', 'node.3.Laura_R_Chung', 'node.1.BecFranks', 'node.3.CamReddin', 'node.1.MarissaGeorge01', 'node.3.emritchiewrites', 'node.1.OndyHarvard', 'node.3.DaniLeMessurier', 'node.1.jmodoh', 'node.1.whatlouthinks', 'node.1.jess_clement', 'node.3.influencingcom', 'node.3.dawkins_scott', 'node.3.Ozartwriter', 'node.3.heatherlmcnab', 'node.1.samanthamaiden', 'node.3.Boel84', 'node.3.JournoLawJ', 'node.3.AndreasNicola97', 'node.3.Satria_Dyer_D', 'node.3.JasonBartlett3', 'node.3.antonrosetweet', 'node.3.australia2', 'node.1.belinda_palmada', 'node.3.OscarBColeman', 'node.1.clarissa_bye', 'node.3.tauerbach', 'node.3.TSWestbrook', 'node.3.prwireau', 'node.3.NickCalacouras', 'node.3.AngiraB_', 'node.1._juliabradley', 'node.0.ChrisPavPhotog', 'node.1.zacjmclean', 'node.3.mhammond7', 'node.3.BrettMasonNews', 'node.3.RobbieP7', 'node.3.kel_robinson1', 'node.0.SydneyEditor', 'node.3.RenataGortan', 'node.1.LawrenceMachado', 'node.3.NicBerko', 'node.3.jase__1', 'node.2.saschaosullivan', 'node.1.neilwrites', 'node.1.akoubaridis', 'node.3.darrenwick9', 'node.0.yoni_bashan', 'node.3.dunlop_craig', 'node.3.RyanNorthover', 'node.3._SarahMcPhee', 'node.1.NicholasGray', 'node.3.channelclem', 'node.1.LillSaleh', 'node.3.nicchristensen', 'node.3.MattConnellan']"
node.1.clarissa_bye,97.0,,"['node.3.SamEBJones', 'node.3.DanielleGuss', 'node.3.MedianetEditor', 'node.3.Maxepmason', 'node.1.AngusKelleher', 'node.1.BecFranks', 'node.3.CamReddin', 'node.2.NaomiShivaraman', 'node.3.amydale_tweets', 'node.3.DaniLeMessurier', 'node.1.whatlouthinks', 'node.1.samanthamaiden', 'node.3.heatherlmcnab', 'node.3.KyBusiness', 'node.3.dawkins_scott', 'node.3.AnthDeCeglie', 'node.3.tblakesydney', 'node.1.SharriMarkson', 'node.0.NicCampbell', 'node.3.mirandamwood', 'node.3.JasonBartlett3', 'node.1.belinda_palmada', 'node.3.OscarBColeman', 'node.3.TSWestbrook', 'node.3.tauerbach', 'node.3.prwireau', 'node.3.AngiraB_', 'node.1._juliabradley', 'node.3.lanai_scarr', 'node.1.zacjmclean', 'node.3.DigitalMediaBoy', 'node.3.JessRapana', 'node.3.BrettMasonNews', 'node.1.JakeMcCallum_', 'node.0.SydneyEditor', 'node.1.LawrenceMachado', 'node.3.livcaisley', 'node.3.NicBerko', 'node.1.rachelbaxendale', 'node.2.saschaosullivan', 'node.1.AZakaras', 'node.1.eboyd_journo', 'node.3.maxmarkson', 'node.3.JACKTWARD_', 'node.1.LillSaleh', 'node.1.aclennell', 'node.1.noah_yim', 'node.1.sarah_keoghan', 'node.3.JacksonStiles']"
node.1.AngusKelleher,18.0,,['node.1.zacjmclean']
node.1.SharriMarkson,430.0,,"['node.3.DanielleGuss', 'node.3.mscott', 'node.3.rachbaxter7', 'node.0.Hoges5', 'node.3.dawkins_scott', 'node.2.zoe_powell_', 'node.1.belinda_palmada', 'node.0.DanielaElser', 'node.3.BrettMasonNews', 'node.3.latkinson09', 'node.1.furlernator', 'node.3.mitchneems', 'node.3.AngusTaylorMP', 'node.0.SimonThomsen', 'node.3.annachisholm', 'node.1.Kathleenskene', 'node.1.lehmannatlarge', 'node.1.MilesProust', 'node.1.meags_gray', 'node.0.Rhodes_Sarah', 'node.3.CelesteVillani', 'node.1.BecFranks', 'node.1.nilssonjones_', 'node.1.jmodoh', 'node.1.Tim_Love', 'node.1.ellenwhinnett', 'node.3.dailyaddict', 'node.1.AmyDMarcus', 'node.3.GenFaulkner', 'node.1.clarissa_bye', 'node.1.natbane', 'node.1.Carly__Douglas', 'node.1.karajung', 'node.3.lizdeegan', 'node.3.RobbieP7', 'node.3.msmarto', 'node.3._SarahMcPhee', 'node.1.pgtedwards', 'node.0.scotty_thompson', 'node.0.helenmccabe', 'node.3.gemoo4', 'node.3.MayneReport', 'node.3.KylieMerritt', 'node.0.paulcheesbrough', 'node.1.nick_wade', 'node.3.JournoLawJ', 'node.1.ben__hill', 'node.1.vic_nielsen', 'node.3._leo_s', 'node.3.EmmaJWardill', 'node.3.tauerbach', 'node.0.fiona_west', 'node.0.dilberry', 'node.3.tanyaksmart', 'node.3.BecBrownComms', 'node.0.StephenFenech', 'node.3.nickj_vic', 'node.2.DavidClinchNews', 'node.3.JournLaw', 'node.3.clivedickens', 'node.3.MattConnellan', 'node.3.CamReddin', 'node.3.Anna_Hartley1', 'node.1.scoopnewsworthy', 'node.3.TVLandLis', 'node.3.AusPolStats', 'node.1.OndyHarvard', 'node.0.jimkennedy250', 'node.3.DaniLeMessurier', 'node.1.RaeWilson78', 'node.1.GRogow', 'node.3.edwina_b', 'node.0.melissahoyer', 'node.1.Megan_Palin', 'node.3.Val61', 'node.1.JSinnerton', 'node.3.ViscountBrooky', 'node.3.joelgibson', 'node.3.mhammond7', 'node.3.RenataGortan', 'node.3.eskimo_sparky', 'node.3.RyanNorthover', 'node.1.annelisenews', 'node.1.noah_yim', 'node.1.brighetteryan', 'node.1.whatlouthinks', 'node.1.andrew_hough', 'node.3.larasinclair', 'node.3.antonrosetweet', 'node.3.CE_Zielinski', 'node.3.kennedyawards', 'node.1.zacjmclean', 'node.1.lauren_mcmah', 'node.0.LisaMuxworthy', 'node.3.ashpillhofer', 'node.3.mjrowland68', 'node.3.brycecorbett', 'node.3.paulstarick', 'node.1.itsgracewillis', 'node.3.sarah_daffy', 'node.2.hollieaadams', 'node.3.mrjoeaston', 'node.1.MackenzieJScott', 'node.1.alexandraamidd', 'node.3.JacksonStiles', 'node.0.NicoletteLogue', 'node.3.Mel_Matheson', 'node.3.emritchiewrites', 'node.3.victoria_craw', 'node.1.jess_clement', 'node.3.AndreGrimaux', 'node.3.rhiandeutrom', 'node.3.vanessaleemarsh', 'node.3.dwabriz', 'node.3.TheRealJessLeo', 'node.0.torny_miller', 'node.3.rlangjournalist', 'node.3.charliemurdoch', 'node.3.Mrskayjimi', 'node.0.Pixels_or_Ink', 'node.1.charliepeeled', 'node.3.amosaikman', 'node.3.TamOppen', 'node.1.DavidFMeagher', 'node.1.oliviacondous', 'node.3.AlanaMitchelson', 'node.3.tblakesydney', 'node.2.harrytclarke', 'node.0.saline', 'node.3.skubesnaps', 'node.1._juliabradley', 'node.3.mattsmithson', 'node.3.CameronBell', 'node.3.fitzhunter', 'node.1.PDGarvey', 'node.3.Chloebugelly', 'node.3.SeanMarsico', 'node.3.Jacquifelgate', 'node.3.DiRollePR', 'node.3.timburrowes', 'node.3.adaromas', 'node.1.ashacburns', 'node.3.nicchristensen', 'node.3.SamEBJones', 'node.1.EleniPaneras', 'node.3.workmanalice', 'node.0.mediascope_', 'node.3.katie_robertson', 'node.1.MarissaGeorge01', 'node.3.influencingcom', 'node.3.ashleyshuston', 'node.3.kirstenaiken', 'node.1.lottiewillis', 'node.1.tminear', 'node.0.earleyedition', 'node.3.AliceHeraldSun', 'node.3.NickCalacouras', 'node.0.ChrisPavPhotog', 'node.1.lvitorovich', 'node.3.gpaddymanning', 'node.1.rachelbaxendale', 'node.2.saschaosullivan', 'node.1.neilwrites', 'node.3.frankrusso85', 'node.3.DeborahClay', 'node.3.helenmccombie', 'node.3.MedianetEditor', 'node.3.Morgs_Kopittke', 'node.3.amydale_tweets', 'node.0.finn_bradshaw', 'node.1.patricklion', 'node.3.lisaknowsmoney', 'node.3.Ozartwriter', 'node.1.TheRealRocky123', 'node.0.darrendavidson', 'node.3.Nasion21', 'node.3.JasonBartlett3', 'node.0.RalphLavelle', 'node.3.kelliesloane', 'node.3.GlennStanaway', 'node.0.larathom', 'node.3.AngiraB_', 'node.3.JessRapana', 'node.3.yJimJia', 'node.3.bronwen', 'node.3.Anita_Jacoby', 'node.3.nikkprecel', 'node.3.mirandaleigh90', 'node.3.chrisqu', 'node.0.LeahMcLennan', 'node.3.murphymiranda', 'node.0.ColetteGall', 'node.3.tomdynasty', 'node.1.gemmascerri', 'node.3.RosieKingJourno', 'node.3.P_Whittee', 'node.0.mariecamilleh', 'node.3.NassimKhadem', 'node.0.rhiannonelston', 'node.3.Andrew_Denney', 'node.1.shoba_rao', 'node.1.sophieelsworth', 'node.0.SydneyEditor', 'node.3.elizabethredman', 'node.3.lewiss50', 'node.1.akoubaridis', 'node.0.RedmanMediaAU', 'node.3.darrenwick9', 'node.0.hthtdraws', 'node.3.PatrickWilliams', 'node.1.WiseDamonWise', 'node.3.KathSully', 'node.3.shayalaughlin', 'node.3.james_wagstaff', 'node.0.anthony_dodd1', 'node.3.SkipperAust', 'node.3.AlexTilbury', 'node.3.MrJChancellor', 'node.3.milkbarmedia', 'node.1.jennamclarke', 'node.1.LaurenHeraldSun', 'node.1.eboyd_journo', 'node.3.LukeDennehy', 'node.0.bradgreen234', 'node.1.lizeburke', 'node.1.aclennell', 'node.3.LachCartwright', 'node.1.publicdefender', 'node.3.ThomasDougherty', 'node.1.AngusKelleher', 'node.1.suzandelibasic', 'node.0.Sandra_DSouza', 'node.3.heatherlmcnab', 'node.3.annikasmethurst', 'node.1.RadioLarvin', 'node.1.TroyBramston', 'node.3.fergusonjw', 'node.3.MazoeFord', 'node.1.DaveyCampbell85', 'node.3.landreasson1', 'node.3.EJHartmanCA', 'node.3.cpyne', 'node.3.KaitlynOffer', 'node.0.gabbistubbs', 'node.1.jaynieseal', 'node.1.JustinBurtGT', 'node.3.ameliaharris1', 'node.1.NicholasGray', 'node.3.rob_mcknight', 'node.1.DionNissenbaum', 'node.3.Johnkehoe23', 'node.3.farmerhasawife', 'node.3.michaelbodey', 'node.3.KyBusiness', 'node.1.ShaylaBulloch', 'node.3.megandmiller1', 'node.2.jakmcintyre', 'node.3.purcellpw', 'node.3.TSWestbrook', 'node.3.prwireau', 'node.3.lanai_scarr', 'node.1.ejohnno', 'node.1.JakeMcCallum_', 'node.3.MattYoung', 'node.0.ratulewis', 'node.1.AZakaras', 'node.1.Melissa_Overman', 'node.3.sophiej_bailey', 'node.3.sejbrowning', 'node.3.KerrieYaxley', 'node.3.chloebooker', 'node.0.SammyPoate', 'node.3.JGRitson', 'node.3.TrueLifeOfBrian', 'node.3.RobinParkes', 'node.1.samanthamaiden', 'node.2.ElissaDoherty', 'node.3.AnthDeCeglie', 'node.3.DigitalMediaBoy', 'node.3.livcaisley', 'node.1.camcansnap', 'node.3.KerryParnell', 'node.3.maxmarkson', 'node.3.MarkDiStef', 'node.3.Tony__Phillips', 'node.3.joshkuskopf', 'node.1.MelindaHealy', 'node.3.davidhurleyHS', 'node.3.samanthabrett', 'node.3.sam_lec', 'node.3.stefaniebalogh', 'node.3.1310greg', 'node.3.dakeroyd', 'node.3.bessie_hassan', 'node.3.Rashidajourno', 'node.3.kbeddoe', 'node.3.AndrewFraserQLD', 'node.3.sarahelks', 'node.3.NicBerko', 'node.3.davemeddows', 'node.3.Mumbrellanews', 'node.1.Brendan_Furlong', 'node.0.CameronEngland', 'node.3.julestullberg', 'node.3.rowemich', 'node.3.cvbyllaardt', 'node.3.Boel84', 'node.3.MichaelRoddan', 'node.3.AlexESampson', 'node.0.NicCampbell', 'node.3.Nic_Coxy', 'node.3.timaddington', 'node.3.australia2', 'node.3.kristoforlawson', 'node.3.Mark_Arbib', 'node.3.cathwebber', 'node.3.nichopkins', 'node.3.melissameehanau', 'node.3.jase__1', 'node.0.chelseajclark', 'node.3.dunlop_craig', 'node.0.Ro_Smith', 'node.1.liztilley84', 'node.0.hughjm', 'node.0.ReginaLovic']"
node.1.aclennell,330.0,,"['node.3.DanielleGuss', 'node.3.helenmccombie', 'node.3.mscott', 'node.3.MedianetEditor', 'node.3.michaelbodey', 'node.3.rachbaxter7', 'node.3.amydale_tweets', 'node.1.whatlouthinks', 'node.1.patricklion', 'node.3.dawkins_scott', 'node.3.KyBusiness', 'node.3.Ozartwriter', 'node.3.andrea_carson', 'node.1.TheRealRocky123', 'node.0.darrendavidson', 'node.3.mirandamwood', 'node.3.JasonBartlett3', 'node.3.antonrosetweet', 'node.3.kelliesloane', 'node.1.belinda_palmada', 'node.1.ToscaPawela', 'node.3.purcellpw', 'node.3.GlennStanaway', 'node.3.prwireau', 'node.3.TSWestbrook', 'node.3.AngiraB_', 'node.3.lanai_scarr', 'node.3.ByEichler', 'node.1.zacjmclean', 'node.3.kennedyawards', 'node.1.samanthachiari', 'node.3.JessRapana', 'node.3.latkinson09', 'node.3.BrettMasonNews', 'node.3.yJimJia', 'node.3.Anita_Jacoby', 'node.1.ejohnno', 'node.1.JakeMcCallum_', 'node.3.ashpillhofer', 'node.3.MattYoung', 'node.3.aujournos', 'node.3.mitchneems', 'node.3.mirandaleigh90', 'node.3.AngusTaylorMP', 'node.3.mjrowland68', 'node.0.yoni_bashan', 'node.3.sarah_daffy', 'node.2.hollieaadams', 'node.0.SimonThomsen', 'node.3.annachisholm', 'node.3.mrjoeaston', 'node.3.JACKTWARD_', 'node.1.alexandraamidd', 'node.3.channelclem', 'node.3._Amber_Harrison', 'node.3.JacksonStiles', 'node.3.chloebooker', 'node.1.lehmannatlarge', 'node.3.RosieKingJourno', 'node.3.P_Whittee', 'node.1.MilesProust', 'node.1.meags_gray', 'node.0.mariecamilleh', 'node.1.BecFranks', 'node.3.Mel_Matheson', 'node.2.NaomiShivaraman', 'node.3.emritchiewrites', 'node.3.victoria_craw', 'node.1.nilssonjones_', 'node.1.jmodoh', 'node.1.jess_clement', 'node.1.samanthamaiden', 'node.0.emmiedowling', 'node.0.JamesSmith1001', 'node.3.AndreGrimaux', 'node.1.Tim_Love', 'node.0.rhiannonelston', 'node.3.Andrew_Denney', 'node.1.ellenwhinnett', 'node.3.AnthDeCeglie', 'node.0.katem24', 'node.3.rhiandeutrom', 'node.3.vanessaleemarsh', 'node.1.SharriMarkson', 'node.0.AlexBrown77', 'node.1.shoba_rao', 'node.3.dwabriz', 'node.1.sophieelsworth', 'node.1.clarissa_bye', 'node.3.DigitalMediaBoy', 'node.3.lizdeegan', 'node.0.brizfagan', 'node.3.RobbieP7', 'node.3.Mrskayjimi', 'node.0.SydneyEditor', 'node.3.livcaisley', 'node.3.msmarto', 'node.3.elizabethredman', 'node.3.lewiss50', 'node.1.camcansnap', 'node.1.akoubaridis', 'node.3.darrenwick9', 'node.1.charliepeeled', 'node.3.amosaikman', 'node.0.hthtdraws', 'node.3.joshkuskopf', 'node.0.helenmccabe', 'node.3.Maxepmason', 'node.3.KathSully', 'node.3.davidhurleyHS', 'node.3.samanthabrett', 'node.3.gemoo4', 'node.1.DavidFMeagher', 'node.1.oliviacondous', 'node.3.stefaniebalogh', 'node.3.MayneReport', 'node.3.james_wagstaff', 'node.3.KylieMerritt', 'node.3.Rashidajourno', 'node.3.tblakesydney', 'node.0.katie_spain', 'node.3.JournoLawJ', 'node.1.ben__hill', 'node.3._leo_s', 'node.2.harrytclarke', 'node.3.tauerbach', 'node.3.AndrewFraserQLD', 'node.1._juliabradley', 'node.3.MrJChancellor', 'node.3.tanyaksmart', 'node.3.sarahelks', 'node.3.CameronBell', 'node.3.BrittHiggins_', 'node.3.fitzhunter', 'node.1.jennamclarke', 'node.3.NicBerko', 'node.3.nickj_vic', 'node.3.ErinLMarie', 'node.1.eboyd_journo', 'node.3.SeanMarsico', 'node.3.Jacquifelgate', 'node.3.davemeddows', 'node.3.DiRollePR', 'node.3.LukeDennehy', 'node.3.timburrowes', 'node.1.Brendan_Furlong', 'node.1.lizeburke', 'node.3.nicchristensen', 'node.3.MattConnellan', 'node.3.SamEBJones', 'node.1.publicdefender', 'node.3.workmanalice', 'node.3.julestullberg', 'node.0.jaredquinn', 'node.3._susan_liu', 'node.3.Laura_R_Chung', 'node.1.AngusKelleher', 'node.3.katie_robertson', 'node.3.CamReddin', 'node.3.hunterphoto_', 'node.1.scoopnewsworthy', 'node.3.TVLandLis', 'node.3.AusPolStats', 'node.1.OndyHarvard', 'node.0.Sandra_DSouza', 'node.3.DaniLeMessurier', 'node.3.Boel84', 'node.3.jacobgreber', 'node.3.heatherlmcnab', 'node.3.MichaelRoddan', 'node.1.kate_dowler', 'node.3.annikasmethurst', 'node.3.naveenjrazik', 'node.3.kirstenaiken', 'node.1.tminear', 'node.1.TroyBramston', 'node.3.fergusonjw', 'node.3.australia2', 'node.0.melissahoyer', 'node.3.kristoforlawson', 'node.3.Mark_Arbib', 'node.3.OscarBColeman', 'node.3.cathwebber', 'node.3.AliceHeraldSun', 'node.3.NickCalacouras', 'node.3.ViscountBrooky', 'node.3.samanthahawley', 'node.3.joelgibson', 'node.3.MazoeFord', 'node.3.gpaddymanning', 'node.1.DaveyCampbell85', 'node.3.cpyne', 'node.3.RenataGortan', 'node.3.jase__1', 'node.1.rachelbaxendale', 'node.2.saschaosullivan', 'node.1.neilwrites', 'node.0.chelseajclark', 'node.1.jaynieseal', 'node.3.Peter_F_Ryan', 'node.0.carmelmelouney', 'node.1.annelisenews', 'node.1.NicholasGray', 'node.3.TomRichardson', 'node.1.liztilley84', 'node.3.rob_mcknight', 'node.3.frankrusso85', 'node.1.noah_yim', 'node.1.LillSaleh']"
node.1.skydavidblevins,34.0,,"['node.1.RoryLarmer', 'node.1.SarahGrealish', 'node.2.LauraByrneStory', 'node.3.ryansabey', 'node.1.jmodoh', 'node.1.samanthamaiden', 'node.1.EmilyPurser', 'node.1.benrileysmith', 'node.1.ArthurJEdwards', 'node.1.SamCoatesSky', 'node.3.BrianKieran', 'node.1.JohnMatthewHall', 'node.1._juliabradley', 'node.1.OllieSun', 'node.3.BrettMasonNews', 'node.3.yJimJia', 'node.3.BowlerDerek', 'node.3.Storyful', 'node.3.AineKerr', 'node.1.lousetooney', 'node.2.DavidClinchNews', 'node.3.ElaineLCarroll', 'node.1.KennyFarq', 'node.1.RobMcD', 'node.1.aclennell']"
node.1.EmilyPurser,52.0,,"['node.1.skydavidblevins', 'node.3._IainMartin', 'node.3.SarahbaxterSTM', 'node.1.JournoDevs', 'node.3.ryansabey', 'node.3.psmith', 'node.1.andrew_hough', 'node.1.benrileysmith', 'node.3.petren', 'node.1.SamCoatesSky', 'node.0.standupkid', 'node.1.Amirmizroch', 'node.1.Johnsilva10', 'node.1.almarlatour', 'node.1.AJHalls', 'node.1.kayaburgess', 'node.3.BrettMasonNews', 'node.3.kj_corcoran', 'node.3.Storyful', 'node.1.AlistairDawber', 'node.2.DavidClinchNews', 'node.0.gorgeous_manon', 'node.3.LachCartwright']"
node.1.Brendan_Furlong,28.0,,"['node.1._juliabradley', 'node.1.samanthachiari', 'node.3.mhammond7', 'node.3.BrettMasonNews', 'node.3.timburrowes', 'node.2.NaomiShivaraman', 'node.1.annelisenews', 'node.3.australia2', 'node.1.jmodoh']"
node.1.annelisenews,171.0,,"['node.0.wanderingscout', 'node.3.rachbaxter7', 'node.1.patricklion', 'node.3.dawkins_scott', 'node.3.KyBusiness', 'node.1.andrew_hough', 'node.3.JasonBartlett3', 'node.3.antonrosetweet', 'node.1.belinda_palmada', 'node.3.purcellpw', 'node.3.TSWestbrook', 'node.3.lanai_scarr', 'node.3.ByEichler', 'node.1.zacjmclean', 'node.1.samanthachiari', 'node.3.BrettMasonNews', 'node.3.latkinson09', 'node.3.yJimJia', 'node.1.ejohnno', 'node.3.ashpillhofer', 'node.3.mjrowland68', 'node.3.alicepohlner', 'node.3.sophiej_bailey', 'node.0.SimonThomsen', 'node.3.annachisholm', 'node.3.JACKTWARD_', 'node.1.alexandraamidd', 'node.3._Amber_Harrison', 'node.3.JacksonStiles', 'node.3.KerrieYaxley', 'node.3.NassimKhadem', 'node.2.NaomiShivaraman', 'node.1.jmodoh', 'node.3.WillCrouch9', 'node.1.samanthamaiden', 'node.1.Tim_Love', 'node.3.AnthDeCeglie', 'node.1.SharriMarkson', 'node.3.dwabriz', 'node.1.sophieelsworth', 'node.3.DigitalMediaBoy', 'node.0.SydneyEditor', 'node.3.livcaisley', 'node.3.msmarto', 'node.3.elizabethredman', 'node.3.lewiss50', 'node.1.akoubaridis', 'node.3.darrenwick9', 'node.3.maxmarkson', 'node.3.amosaikman', 'node.3._SarahMcPhee', 'node.1.WiseDamonWise', 'node.1.pgtedwards', 'node.1.MelindaHealy', 'node.3.KathSully', 'node.3.davidhurleyHS', 'node.3.samanthabrett', 'node.3.gemoo4', 'node.3.MayneReport', 'node.3.KylieMerritt', 'node.3.Rashidajourno', 'node.3.AlanaMitchelson', 'node.0.TomCorrigan_', 'node.3.tblakesydney', 'node.0.katie_spain', 'node.3.JournoLawJ', 'node.3._leo_s', 'node.3.tauerbach', 'node.3.AndrewFraserQLD', 'node.1._juliabradley', 'node.3.fitzhunter', 'node.1.jennamclarke', 'node.3.NicBerko', 'node.1.eboyd_journo', 'node.3.LukeDennehy', 'node.3.timburrowes', 'node.0.bradgreen234', 'node.1.Brendan_Furlong', 'node.1.lizeburke', 'node.1.aclennell', 'node.3.workmanalice', 'node.3.julestullberg', 'node.3.CamReddin', 'node.1.scoopnewsworthy', 'node.3.cvbyllaardt', 'node.3.DaniLeMessurier', 'node.3.influencingcom', 'node.3.heatherlmcnab', 'node.3.MichaelRoddan', 'node.1.kate_dowler', 'node.3.annikasmethurst', 'node.3.AlexESampson', 'node.3.naveenjrazik', 'node.1.tminear', 'node.3.edwina_b', 'node.1.TroyBramston', 'node.3.australia2', 'node.3.OscarBColeman', 'node.3.ViscountBrooky', 'node.3.joelgibson', 'node.3.DeborahClay', 'node.3.Rach_Riley', 'node.3.KaitlynOffer', 'node.3.melissameehanau', 'node.1.rachelbaxendale', 'node.2.saschaosullivan', 'node.1.jaynieseal', 'node.3.Peter_F_Ryan', 'node.3.RyanNorthover', 'node.1.NicholasGray', 'node.1.liztilley84', 'node.3.frankrusso85', 'node.1.noah_yim', 'node.0.GregBarila', 'node.3.Johnkehoe23']"
node.1.samanthachiari,68.0,,"['node.3.DanielleGuss', 'node.3.davidhurleyHS', 'node.3.rachbaxter7', 'node.0.stephenhickie', 'node.3.StuRossMartin', 'node.3.CamReddin', 'node.2.NaomiShivaraman', 'node.3._carlywaters', 'node.1.nilssonjones_', 'node.1.jmodoh', 'node.1.samanthamaiden', 'node.3.KyBusiness', 'node.1.nick_wade', 'node.3.tblakesydney', 'node.1.SharriMarkson', 'node.3._leo_s', 'node.3.australia2', 'node.3.OscarBColeman', 'node.3.purcellpw', 'node.3.lanai_scarr', 'node.1._juliabradley', 'node.1.zacjmclean', 'node.3.mhammond7', 'node.3.BrettMasonNews', 'node.3.BrittHiggins_', 'node.0.tommorris32', 'node.1.jennamclarke', 'node.3.mjrowland68', 'node.3.alicepohlner', 'node.3.SeanMarsico', 'node.1.jaynieseal', 'node.3.RyanNorthover', 'node.1.JustinBurtGT', 'node.3.mrjoeaston', 'node.0.Ro_Smith', 'node.1.annelisenews', 'node.1.WiseDamonWise', 'node.3.timburrowes', 'node.3.JACKTWARD_', 'node.1.Brendan_Furlong', 'node.1.pgtedwards', 'node.1.aclennell', 'node.3.frankrusso85', 'node.3.JacksonStiles']"
node.1.eboyd_journo,73.0,,"['node.3.DanielleGuss', 'node.3.MedianetEditor', 'node.3.NassimKhadem', 'node.3.CamReddin', 'node.3.DaniLeMessurier', 'node.3.influencingcom', 'node.1.patricklion', 'node.3.heatherlmcnab', 'node.1.samanthamaiden', 'node.3.Ozartwriter', 'node.3.MichaelRoddan', 'node.3.mirandamwood', 'node.3.JasonBartlett3', 'node.1.sophieelsworth', 'node.1.belinda_palmada', 'node.1.clarissa_bye', 'node.3.AngiraB_', 'node.1._juliabradley', 'node.0.jennibeattie', 'node.1.lvitorovich', 'node.3.MrJChancellor', 'node.3.mhammond7', 'node.3.DigitalMediaBoy', 'node.3.BrettMasonNews', 'node.3.BrittHiggins_', 'node.0.SydneyEditor', 'node.3.livcaisley', 'node.1.jaynieseal', 'node.3.Peter_F_Ryan', 'node.1.annelisenews', 'node.1.MackenzieJScott', 'node.3.clairemnance', 'node.1.LillSaleh', 'node.1.aclennell', 'node.1.sarah_keoghan', 'node.3.Maxepmason', 'node.3.nicchristensen']"
