id,name,values,category,source_count,target_count,EC
a1962367513,KaufmanDavidNYC,100.0,1,12.0,10.0,3139.0
a807891774,msullivandawson,100.0,1,24.0,28.0,5594.0
a3738091,wjcohen,100.0,1,25.0,41.0,6713.0
a37669435,AndrewMarchand,100.0,1,23.0,14.0,5761.0
a761163,conrad,100.0,1,0.0,21.0,3794.0
a2275680987,_EvelynCordon,100.0,1,6.0,26.0,3514.0
a20117313,philcorso,100.0,1,11.0,23.0,4620.0
a25466881,desireemurphy_,100.0,1,4.0,2.0,364.0
a1180301,unclegrambo,100.0,1,37.0,29.0,7400.0
a61105343,neilwrites,100.0,1,181.0,134.0,56269.0
a1675174068,bmpdoyle,100.0,1,15.0,21.0,6638.0
a121858496,lousetooney,100.0,1,30.0,50.0,10936.0
a252775305,JohnMatthewHall,100.0,1,35.0,46.0,10559.0
a400610465,oli_kerry,100.0,1,6.0,9.0,2749.0
a58872483,RoryLarmer,100.0,1,15.0,24.0,5627.0
a39066077,RobMcD,100.0,1,30.0,44.0,11918.0
a2611538324,ddoctorow,100.0,1,1.0,1.0,240.0
a1183607654066769920,haannahdavies,100.0,1,4.0,6.0,1692.0
a2250982075,keithjwoods,100.0,1,11.0,16.0,5481.0
a117703944,Kathleenskene,100.0,1,51.0,49.0,19611.0
a523948425,RaeWilson78,100.0,1,57.0,69.0,24207.0
a521079228,LachieHastings,100.0,1,0.0,29.0,5524.0
a288765950,MadeStuchbery,100.0,1,23.0,41.0,12690.0
a37029298,chaughney,100.0,2,29.0,33.0,12218.0
a894305756,ElissaDoherty,100.0,2,72.0,53.0,23585.0
a132699577,jakmcintyre,100.0,2,8.0,17.0,5324.0
a265041723,EdgannonWtn,100.0,2,39.0,28.0,15960.0
a213869592,zoe_powell_,100.0,2,40.0,57.0,19137.0
a299644774,harrytclarke,100.0,2,79.0,86.0,28504.0
a244984652,GFuchsberg,100.0,2,12.0,31.0,8853.0
a2744356621,hollieaadams,100.0,2,51.0,50.0,24367.0
a923894380687183875,saschaosullivan,100.0,2,67.0,92.0,32640.0
a121037093,KirstanRoss,100.0,2,19.0,29.0,9807.0
a21019635,theselbs,100.0,2,30.0,26.0,5042.0
a193852308,Ben_Woods01,100.0,2,5.0,15.0,3592.0
a101728886,JessicaRCL,100.0,2,24.0,34.0,7771.0
a208250069,benwhitelaw,100.0,2,57.0,39.0,12618.0
a20997215,MGilbert,100.0,2,8.0,12.0,2016.0
a799141988511584256,decodethefirm,100.0,2,12.0,14.0,4212.0
a37095297,MsKimberlyChin,100.0,2,25.0,38.0,11291.0
a716748787876802560,alexa_stjohn,100.0,2,8.0,26.0,4870.0
a23567403,grawlixprolix,100.0,2,99.0,54.0,26161.0
a475584717,shellyscheng,100.0,2,8.0,24.0,6179.0
a126551155,WillMHDavies,100.0,2,46.0,28.0,11952.0
a9692022,lheron,100.0,2,202.0,54.0,35886.0
a16615822,Sital,100.0,2,20.0,28.0,10134.0
a258374854,dbcurren,100.0,2,23.0,30.0,8771.0
a17703236,dumav,100.0,2,95.0,85.0,26184.0
a150147459,hj257,100.0,2,21.0,28.0,8071.0
a89843524,AlejandroLazo,100.0,2,57.0,51.0,15436.0
a719309366608855040,alex_siegman,100.0,2,25.0,89.0,16801.0
a137466464,feliciasonmez,100.0,2,101.0,71.0,27022.0
a288668776,pgeitner2,100.0,2,44.0,35.0,12685.0
a37721930,AlanZibel,100.0,2,37.0,47.0,13908.0
a374599530,RosenthalRC,100.0,2,72.0,87.0,24661.0
a283896486,BeckThurlow,100.0,2,34.0,47.0,15748.0
a19653113,himeshp,100.0,2,39.0,40.0,12962.0
a598818721,RBlumenstein,100.0,2,227.0,81.0,41741.0
a15016886,JaxBischof,100.0,2,44.0,50.0,14268.0
a224653925,ruthyberlin,100.0,2,44.0,15.0,8238.0
a76773876,antontroian,100.0,2,111.0,34.0,22301.0
a14115912,ShiraOvide,100.0,2,156.0,75.0,31745.0
a5845492,tomgara,100.0,2,121.0,31.0,25380.0
a26597472,echasan,100.0,2,75.0,81.0,23756.0
a26285079,murraymatt,100.0,2,0.0,42.0,8391.0
a12648652,brianaguilar,100.0,2,93.0,49.0,21139.0
a74338116,YueJiang,100.0,2,1.0,13.0,3428.0
a21678326,Ellieomahoney,100.0,2,15.0,4.0,2244.0
a2188517323,rcm_nyc,100.0,2,6.0,11.0,2764.0
a828916395920338944,NaomiShivaraman,100.0,2,48.0,47.0,19733.0
a55159850,ShaneARaymond,100.0,2,17.0,24.0,5052.0
a17316885,DavidClinchNews,100.0,2,181.0,278.0,63165.0
a125995957,LauraByrneStory,100.0,2,31.0,48.0,12602.0
a25168077,padrg,100.0,2,36.0,52.0,13551.0
a2832694608,estherswchan,100.0,2,39.0,60.0,18726.0
a24675863,cathieschnitz,92.73,3,1.0,57.0,11900.0
a16218084,timburrowes,90.0,3,14.0,347.0,51248.0
a2276817680,heatherlmcnab,61.29,3,53.0,106.0,36534.0
a20353301,sam_lec,90.0,3,23.0,37.0,14327.0
a1873247323,nickj_vic,59.54,3,37.0,57.0,20729.0
a140219613,skubesnaps,90.0,3,26.0,36.0,11879.0
a1369035211,cvbyllaardt,90.0,3,43.0,71.0,27884.0
a55219159,edwina_b,23.05,3,169.0,96.0,51999.0
a309037030,DiRollePR,25.61,3,40.0,87.0,28343.0
a1432576915,RosieKingJourno,32.52,3,47.0,71.0,25046.0
a2496229453,emritchiewrites,90.0,3,90.0,87.0,38492.0
a883426626,MichaelRoddan,90.0,3,194.0,130.0,61862.0
a70105352,andrea_carson,18.1,3,35.0,38.0,16648.0
a143991182,darrenwick9,90.0,3,145.0,122.0,52456.0
a188236063,lanai_scarr,90.0,3,177.0,167.0,68076.0
a21546075,timaddington,65.99,3,16.0,30.0,10958.0
a2186207924,JacquiLambie,20.08,3,158.0,20.0,33519.0
a205965649,sarafischer,48.4,3,138.0,71.0,28221.0
a2592733051,cpyne,35.22,3,179.0,57.0,43034.0
a113151500,SimonRyan7,36.85,3,17.0,11.0,6828.0
a20118552,tauerbach,90.0,3,110.0,127.0,50299.0
a21066199,CameronBell,90.0,3,12.0,19.0,7530.0
a284454554,dakeroyd,33.31,3,28.0,42.0,11769.0
a2730002037,LauraPettitt29,17.88,3,5.0,6.0,525.0
a753682728915132417,sophiej_bailey,31.37,3,25.0,35.0,13760.0
a2897956332,GregStolzJourno,90.0,3,96.0,37.0,20804.0
a343755621,Anita_Jacoby,34.17,3,86.0,53.0,31369.0
a284990645,TheRealJessLeo,68.93,3,61.0,39.0,17643.0
a827680841492860932,_Amber_Harrison,30.53,3,57.0,23.0,18988.0
a15115254,pratiba,27.75,3,6.0,8.0,2261.0
a187451636,antonrosetweet,90.0,3,67.0,98.0,30886.0
a3520505839,evonne_madden,27.25,3,9.0,21.0,6630.0
a1152050220,_carlywaters,24.79,3,22.0,53.0,16452.0
a2556631525,purcellpw,90.0,3,74.0,139.0,41484.0
a182635520,Ozartwriter,75.82,3,63.0,62.0,25733.0
a423834478,WLudbey,18.09,3,71.0,87.0,27950.0
a82487120,dstanno,28.91,3,34.0,37.0,8687.0
a68842072,ErinLMarie,22.87,3,31.0,37.0,13005.0
a216983956,Birch1969,24.83,3,12.0,20.0,3522.0
a25061273,chrisqu,52.28,3,23.0,46.0,13563.0
a115253261,james_wagstaff,23.72,3,52.0,50.0,22266.0
a322283998,Tony__Phillips,26.98,3,6.0,5.0,3352.0
a26682924,maxmarkson,34.98,3,120.0,115.0,43138.0
a1297091060,alicepohlner,22.69,3,21.0,37.0,10682.0
a2757940289,CPaccosi,28.72,3,5.0,15.0,3124.0
a349611488,janellehmiles,31.86,3,69.0,70.0,23682.0
a31656431,RyanNorthover,90.0,3,98.0,155.0,47144.0
a281027602,patkeam,24.5,3,20.0,20.0,5490.0
a35373316,_MicrowaveJenny,81.2,3,68.0,62.0,26008.0
a34206132,_leo_s,90.0,3,198.0,100.0,54056.0
a72223401,KathSully,27.49,3,83.0,70.0,32843.0
a1622171394,Nasion21,53.58,3,21.0,38.0,10647.0
a623492587,shayalaughlin,39.86,3,35.0,20.0,11717.0
a2150122476,Anna_Hartley1,18.91,3,48.0,90.0,24290.0
a399524726,tgeenj,20.98,3,8.0,15.0,2657.0
a505540026,gem_sutherland,34.64,3,21.0,8.0,6473.0
a178552546,EJHartmanCA,19.4,3,18.0,46.0,13001.0
a21628821,lewiss50,80.57,3,129.0,164.0,56690.0
a3910162092,Morgs501,29.68,3,13.0,13.0,4031.0
a726379555565375489,AngiraB_,90.0,3,67.0,65.0,27674.0
a50542159,jpillet,39.89,3,12.0,18.0,6177.0
a550847452,kennedyawards,90.0,3,114.0,111.0,43347.0
a339902020,angejameson,23.71,3,11.0,23.0,4375.0
a1959923521,DaniLeMessurier,90.0,3,73.0,103.0,38781.0
a84242867,tomdynasty,30.87,3,12.0,42.0,8629.0
a14383914,nikkprecel,47.65,3,49.0,54.0,21969.0
a257333186,reggiephoto,22.42,3,16.0,31.0,8516.0
a4265107032,naveenjrazik,22.12,3,64.0,71.0,28989.0
a15502227,clivedickens,22.85,3,40.0,32.0,12816.0
a19799365,PatrickWilliams,39.73,3,67.0,73.0,26148.0
a1301328822,benjaminshull,20.62,3,11.0,42.0,10061.0
a276927672,kj_corcoran,18.99,3,17.0,34.0,8312.0
a603911791,RedcliffeGirl,35.03,3,20.0,19.0,5799.0
a233095365,frankrusso85,73.97,3,35.0,63.0,17532.0
a300870570,melissameehanau,87.22,3,66.0,87.0,30410.0
a3107973745,Mumbrellanews,92.88,3,149.0,38.0,32558.0
a19332121,kirstenaiken,27.57,3,85.0,69.0,36965.0
a23866037,kilomikemedia,25.07,3,25.0,41.0,14605.0
a453671929,KaitlynOffer,56.84,3,107.0,53.0,33262.0
a168918026,Johnkehoe23,47.14,3,107.0,17.0,26197.0
a34585085,porsupuesto,33.37,3,13.0,36.0,5986.0
a9247312,fannick,20.98,3,11.0,20.0,5384.0
a316746161,ElaineLCarroll,30.73,3,17.0,22.0,4827.0
a59356914,charliemurdoch,81.66,3,16.0,20.0,8352.0
a331489843,clairemnance,57.13,3,22.0,36.0,11314.0
a235138487,Kellbpics,31.76,3,21.0,27.0,8272.0
a154128907,cathwebber,90.0,3,203.0,221.0,70685.0
a2751969270,sarah_daffy,90.0,3,40.0,72.0,23451.0
a57183016,NicBerko,90.0,3,100.0,120.0,48609.0
a2302918244,TiserJo,90.0,3,24.0,23.0,9959.0
a21741803,paulstarick,39.93,3,70.0,35.0,21606.0
a7495502,bonniebbj,24.71,3,16.0,19.0,4377.0
a780764108,Itjverschuren,66.87,3,24.0,31.0,8498.0
a12715722,arturmartins,20.35,3,11.0,10.0,2254.0
a165700830,dwabriz,40.99,3,159.0,94.0,47763.0
a25027859,RobinParkes,45.74,3,31.0,36.0,13980.0
a37340599,evadou,18.54,3,80.0,39.0,18424.0
a223360304,Maxepmason,90.0,3,131.0,97.0,44792.0
a81105542,ChadRachman,17.59,3,15.0,8.0,3945.0
a37916253,elizabethredman,43.8,3,77.0,99.0,39764.0
a21926199,LukeDennehy,71.07,3,165.0,138.0,57173.0
a21152735,loulouboo,49.66,3,8.0,16.0,5987.0
a125873546,stefaniebalogh,79.96,3,90.0,66.0,32118.0
a418476917,dunlop_craig,90.0,3,54.0,66.0,24454.0
a7433772,emilysteel,57.16,3,174.0,64.0,34886.0
a536232865,DylRobinson,41.28,3,47.0,13.0,13309.0
a148891886,KyBusiness,22.64,3,74.0,104.0,37351.0
a834534655,WillCrouch9,29.94,3,43.0,60.0,17137.0
a897259333,TamOppen,90.0,3,15.0,27.0,9836.0
a2771876046,lisaknowsmoney,16.99,3,15.0,39.0,11423.0
a40658936,vincesoodin,23.7,3,14.0,13.0,2491.0
a484570953,_SarahMcPhee,90.0,3,124.0,139.0,50816.0
a601040431,MartinFHinton,23.93,3,10.0,44.0,10872.0
a18932525,mattsmithson,72.4,3,74.0,110.0,39192.0
a190404312,DaisyDunlop,90.0,3,28.0,45.0,12605.0
a2573887020,GeorgiClelland,90.0,3,8.0,13.0,2577.0
a252515824,SamEBJones,90.0,3,104.0,120.0,47706.0
a84750011,AngusTaylorMP,19.71,3,91.0,43.0,30584.0
a1021315897095409664,KF_Wright,23.13,3,10.0,32.0,8155.0
a952699794522234881,AndreasNicola97,90.0,3,20.0,24.0,6702.0
a301773681,fergusonjw,90.0,3,135.0,76.0,43435.0
a335538600,BowlerDerek,24.19,3,108.0,46.0,20973.0
a2605756915,tblakesydney,37.98,3,11.0,53.0,15689.0
a20749230,KerryParnell,90.0,3,59.0,22.0,16250.0
a1481586912964247553,TaylaCouacaud,90.0,3,6.0,6.0,1108.0
a424049818,latkinson09,19.72,3,8.0,60.0,15798.0
a1161135478352928769,media_brittany,36.97,3,10.0,13.0,4090.0
a232161889,gpaddymanning,30.67,3,113.0,74.0,40143.0
a711245654,Elsa_Mak,90.0,3,12.0,26.0,7460.0
a15699715,debritz,29.31,3,55.0,65.0,23807.0
a426259861,JasonBartlett3,49.04,3,34.0,70.0,23056.0
a603128876,joshkuskopf,28.16,3,15.0,49.0,13451.0
a1052099707076395009,BrittHiggins_,20.62,3,172.0,56.0,42416.0
a1119928966188392449,dixie_sulda,49.89,3,30.0,38.0,12114.0
a1290799163060314112,rhiandeutrom,90.0,3,43.0,102.0,27204.0
a1683144817,rachbaxter7,28.17,3,38.0,60.0,20911.0
a24272400,Rencastello,67.82,3,46.0,34.0,13307.0
a881268452,CelesteVillani,22.09,3,31.0,49.0,13505.0
a142542853,Jacquifelgate,63.88,3,103.0,85.0,37829.0
a20568173,jacobgreber,95.15,3,111.0,49.0,33963.0
a17285408,paulwallbank,26.19,3,45.0,21.0,12339.0
a979585754,tarakcassidy,22.02,3,32.0,23.0,10170.0
a850662580339093505,Brig_OBrien,26.07,3,18.0,14.0,5841.0
a14732357,Peter_F_Ryan,51.86,3,129.0,92.0,44016.0
a35621989,anniewinberry,29.63,3,11.0,13.0,3845.0
a3038539938,Satria_Dyer_D,95.09,3,15.0,54.0,12070.0
a555515467,channelclem,42.26,3,48.0,63.0,21769.0
a3094579418,bessie_hassan,31.54,3,40.0,122.0,30477.0
a26329367,candacejackson,37.12,3,66.0,45.0,17848.0
a2339827555,Laura_R_Chung,32.12,3,61.0,71.0,29607.0
a347054017,KelvinHealey,90.0,3,83.0,16.0,18619.0
a5576462,ordnung,49.11,3,24.0,22.0,7323.0
a990751187841396737,ashpillhofer,87.83,3,43.0,67.0,22102.0
a78533257,mrjoeaston,56.52,3,206.0,59.0,49185.0
a2840911399,JLambella,24.2,3,13.0,27.0,7858.0
a14944735,ViscountBrooky,90.0,3,221.0,177.0,70069.0
a52007137,AliceHeraldSun,60.22,3,97.0,73.0,34748.0
a18597158,Val61,19.92,3,36.0,39.0,11111.0
a24599275,chloebooker,29.95,3,60.0,61.0,28093.0
a2921299014,ZakSimmonds,57.37,3,29.0,28.0,10289.0
a51361446,JorjaJayne,26.15,3,33.0,50.0,13545.0
a2882863280,hunterphoto_,90.0,3,45.0,34.0,15322.0
a322417319,vanessaleemarsh,90.0,3,65.0,41.0,19131.0
a2372989057,StuRossMartin,35.97,3,5.0,12.0,1946.0
a2213267923,D_JervisBardy,49.91,3,64.0,51.0,21872.0
a44103170,ameliaharris1,93.28,3,70.0,76.0,30025.0
a176271489,BennDorrington,16.87,3,22.0,44.0,14971.0
a1592795264,becstar3079,97.46,3,5.0,7.0,2198.0
a188265344,CE_Zielinski,25.74,3,36.0,56.0,20220.0
a1226654641,rlangjournalist,90.0,3,50.0,83.0,25023.0
a237133350,judithmaizey,21.8,3,20.0,27.0,7428.0
a26869287,tomdfonzo,90.0,3,77.0,58.0,20333.0
a1252657417,GenFaulkner,24.92,3,18.0,31.0,8778.0
a170905926,Dean_Nye,56.1,3,102.0,68.0,35088.0
a14469461,JessicaSimeone,29.77,3,33.0,42.0,11298.0
a21263398,MonikaJansch,90.0,3,15.0,14.0,5363.0
a40572050,bradcfeldman,90.0,3,30.0,44.0,9765.0
a165005207,ShonaMartyn,18.26,3,37.0,23.0,14569.0
a46006314,AlexTilbury,90.0,3,69.0,89.0,25384.0
a261445997,SeanMarsico,33.84,3,40.0,94.0,29150.0
a461489339,VanneckKatie,90.0,3,90.0,47.0,17957.0
a356017534,TSWestbrook,71.29,3,52.0,112.0,34228.0
a2471679691,MelStevens,90.0,3,70.0,70.0,28228.0
a26936335,Chloebugelly,23.55,3,60.0,21.0,17851.0
a342415381,Rach_Riley,59.26,3,63.0,35.0,17838.0
a125505097,mirandaleigh90,90.0,3,102.0,110.0,42870.0
a1887864062,KavanaghSuzanne,84.92,3,17.0,21.0,4466.0
a1130115050,JessRapana,90.0,3,64.0,77.0,31301.0
a235133746,BrettMasonNews,96.67,3,226.0,278.0,83806.0
a2462731542,ChristianTatman,39.98,3,26.0,38.0,11804.0
a33811563,MayneReport,50.09,3,233.0,210.0,75384.0
a70874236,Boel84,90.0,3,55.0,63.0,23035.0
a254981489,adamphotos,71.58,3,26.0,12.0,5807.0
a183009668,DannyCollins89,17.05,3,13.0,22.0,4901.0
a57465348,nancyhannigan,30.21,3,6.0,13.0,5160.0
a233687955,SkipperAust,63.05,3,59.0,51.0,18337.0
a19575070,JournLaw,18.57,3,52.0,35.0,17926.0
a20310937,dominicyoung,17.14,3,13.0,30.0,6714.0
a237240870,Fhamiltontimes,21.18,3,66.0,27.0,15316.0
a1921854379,mirandamwood,90.0,3,74.0,60.0,26944.0
a754730876,mitchneems,65.6,3,53.0,75.0,29122.0
a47916513,alanhhunter,90.0,3,48.0,30.0,9561.0
a1521064447,rowemich,37.53,3,10.0,15.0,5209.0
a20730127,ThomasDougherty,17.8,3,20.0,33.0,10987.0
a54826289,michaelbodey,90.0,3,140.0,100.0,45846.0
a22123727,mscott,42.62,3,326.0,60.0,58084.0
a25657285,amosaikman,90.0,3,73.0,57.0,27348.0
a374356748,connortryan,90.0,3,63.0,59.0,15849.0
a53194975,derrickcrowley,61.66,3,7.0,9.0,2245.0
a64429213,helcollier,46.3,3,4.0,10.0,2592.0
a293962171,Mel_Matheson,90.0,3,110.0,88.0,37760.0
a214312348,derrickbryson,78.72,3,22.0,18.0,3734.0
a2448308144,kel_robinson1,90.0,3,19.0,24.0,7883.0
a456425645,RenataGortan,90.0,3,70.0,117.0,35055.0
a18717981,adaromas,90.0,3,39.0,64.0,17150.0
a44793647,remystern,90.0,3,54.0,60.0,14691.0
a25297301,workmanalice,57.01,3,264.0,138.0,71933.0
a227946131,lesleyhn,89.49,3,41.0,38.0,11732.0
a305999776,gcumming_atCM,17.52,3,32.0,27.0,9789.0
a127804118,Dan_Bourchier,19.52,3,81.0,46.0,26720.0
a488197698,ReshniRatnam,29.16,3,37.0,38.0,9701.0
a260529993,AnthDeCeglie,90.0,3,196.0,133.0,58435.0
a1177551703,tanyaksmart,64.26,3,19.0,38.0,12280.0
a288182463,jaclynkessel,28.45,3,9.0,8.0,1969.0
a60022825,nicchristensen,90.0,3,261.0,183.0,77289.0
a2597252118,LydiaKellner,29.78,3,30.0,28.0,9033.0
a355795765,victoria_craw,90.0,3,99.0,89.0,37427.0
a143682584,MattConnellan,30.68,3,51.0,57.0,23541.0
a12915,angusf,90.0,3,21.0,29.0,5104.0
a625985237,JournoLawJ,90.0,3,183.0,153.0,63301.0
a15141072,kristoforlawson,61.93,3,67.0,117.0,34443.0
a710547427,Paola_picc,20.31,3,15.0,5.0,4793.0
a14707794,mjrowland68,48.92,3,292.0,105.0,67066.0
a338799163,RobbieP7,90.0,3,73.0,82.0,29457.0
a190941998,Morgs_Kopittke,17.23,3,12.0,14.0,5159.0
a4884931,Stittr,90.0,3,11.0,22.0,4965.0
a51398350,HMMG_,17.16,3,25.0,12.0,6752.0
a31463280,n1kkimac,20.04,3,10.0,19.0,4737.0
a48026150,ivabenson,90.0,3,4.0,15.0,3442.0
a352893059,MattYoung,90.0,3,145.0,138.0,52508.0
a206903379,AndreGrimaux,90.0,3,73.0,82.0,25411.0
a43014672,TrueLifeOfBrian,47.4,3,41.0,50.0,16444.0
a20064637,spen074,90.0,3,10.0,18.0,3461.0
a24095073,murphymiranda,90.0,3,93.0,72.0,36992.0
a2360181649,julestullberg,90.0,3,37.0,129.0,30903.0
a109234928,Andrew_Denney,58.47,3,91.0,61.0,31302.0
a394657633,DomWhiteSydney,42.93,3,57.0,27.0,17988.0
a18973190,nichopkins,90.0,3,99.0,60.0,34648.0
a21122250,RadioGavin1,29.35,3,15.0,27.0,7338.0
a521954593,BelindaWillis,24.5,3,29.0,23.0,8550.0
a123760342,BecBrownComms,63.58,3,57.0,114.0,34044.0
a23703061,NewsManAndy,25.81,3,23.0,26.0,4281.0
a2365486069,Mrskayjimi,80.24,3,19.0,24.0,11650.0
a397870753,datatheism,34.09,3,55.0,39.0,12576.0
a347592110,NassimKhadem,16.84,3,93.0,103.0,40682.0
a92902623,clairekimball,97.09,3,39.0,35.0,20175.0
a259978306,DwayneBirtles,28.12,3,5.0,11.0,4075.0
a267401071,lizdeegan,90.0,3,40.0,66.0,24315.0
a377790572,RashellHa,90.0,3,102.0,49.0,29691.0
a52715438,aogriffiths,26.2,3,11.0,24.0,3596.0
a431907614,FrancescaDonner,67.83,3,71.0,70.0,23328.0
a1046659700,ByEichler,29.48,3,50.0,129.0,32048.0
a392603621,MrJChancellor,25.7,3,38.0,34.0,15169.0
a266238875,amydale_tweets,90.0,3,134.0,114.0,52565.0
a26838434,Aoife_Lawlor,18.51,3,21.0,23.0,6366.0
a271113345,AlexESampson,46.03,3,48.0,110.0,28694.0
a21879358,NYTLiz,31.31,3,78.0,82.0,27347.0
a22340494,Jesps,30.87,3,7.0,29.0,6935.0
a14563824,lmoses,20.67,3,44.0,24.0,10922.0
a151140821,DowJones,35.46,3,185.0,58.0,28795.0
a66198455,tracycorrigan,90.0,3,106.0,69.0,26946.0
a120241668,byrnelouise,90.0,3,22.0,26.0,7279.0
a163024504,AineKerr,28.65,3,89.0,79.0,26601.0
a14115508,petren,77.7,3,57.0,48.0,14792.0
a7017832,tonyjbyrne,77.09,3,25.0,33.0,7865.0
a382752706,BrianKieran,19.88,3,17.0,47.0,9519.0
a1633696110,KevinMcDIRE,17.45,3,14.0,18.0,5155.0
a329505766,_susan_liu,94.65,3,21.0,33.0,11226.0
a26460562,katie_robertson,90.0,3,149.0,98.0,47818.0
a190318706,norabarak,83.1,3,46.0,29.0,7187.0
a318452742,KristinFinnegan,18.2,3,8.0,28.0,6052.0
a169627201,susan_copperman,90.0,3,19.0,31.0,10492.0
a82760324,NickCalacouras,90.0,3,75.0,66.0,29716.0
a21348764,TomRichardson,18.17,3,74.0,134.0,39276.0
a35690142,annikasmethurst,86.42,3,250.0,114.0,64206.0
a554600140,anna_russell,18.68,3,35.0,32.0,12022.0
a147869440,fitzhunter,27.31,3,133.0,71.0,42037.0
a23421574,sarahelks,90.0,3,135.0,73.0,40605.0
a1228692632,Michael_Basso,90.0,3,8.0,42.0,6620.0
a1414208982,fredvandy,90.0,3,4.0,5.0,1130.0
a569754291,MargaretGees,41.65,3,34.0,65.0,21216.0
a264618255,katiehommes,18.82,3,13.0,22.0,5416.0
a364658624,Magda_Griffiths,26.01,3,14.0,16.0,3521.0
a46179233,MegJamesLAT,18.95,3,44.0,42.0,15484.0
a349859290,leshinton,90.0,3,173.0,65.0,38085.0
a14521106,larasinclair,90.0,3,118.0,50.0,31347.0
a132403875,rob_mcknight,62.14,3,121.0,74.0,40869.0
a229626946,P_Whittee,23.98,3,6.0,30.0,10555.0
a50314435,harry_haydon,24.68,3,12.0,22.0,4853.0
a271143276,saumvaish,50.53,3,55.0,50.0,15314.0
a15437783,aashchandarana,90.0,3,27.0,35.0,7796.0
a157447833,rvd1980,33.76,3,11.0,24.0,7577.0
a92482767,1310greg,50.3,3,15.0,23.0,8618.0
a133585609,LyndalFenner,47.15,3,6.0,44.0,10910.0
a93717330,DigitalMediaBoy,23.81,3,39.0,102.0,30480.0
a248498225,AndrewFraserQLD,18.59,3,50.0,49.0,18852.0
a347956818,AnushaCU,23.28,3,18.0,40.0,11358.0
a318170746,Nic_Coxy,35.73,3,31.0,64.0,20026.0
a71153413,AndersonLyesh,29.47,3,15.0,14.0,7195.0
a7146412,GlennStanaway,90.66,3,18.0,53.0,17103.0
a33992890,paulwsj,90.0,3,187.0,104.0,39894.0
a76824894,mike_d_spector,90.0,3,80.0,56.0,21930.0
a159113251,vanessashuster,56.53,3,18.0,27.0,8824.0
a126580501,JGRitson,43.75,3,17.0,30.0,10282.0
a102539046,TVLandLis,83.17,3,65.0,88.0,32750.0
a15469101,EvelynRusli,20.49,3,82.0,35.0,17166.0
a365171323,gemoo4,57.61,3,71.0,81.0,33610.0
a19006689,joelgibson,68.23,3,42.0,69.0,26517.0
a92874830,samanthahawley,26.38,3,117.0,28.0,31614.0
a240098477,helenmccombie,27.53,3,23.0,56.0,18388.0
a368563306,12mgray,42.93,3,18.0,17.0,4517.0
a20792556,emilycoen,16.79,3,9.0,13.0,2633.0
a181871253,teela_j,79.55,3,29.0,30.0,8127.0
a23145378,geoffreyfowler,44.54,3,156.0,103.0,36674.0
a1400552244,kentd_13,88.86,3,8.0,5.0,1342.0
a19983463,ryansabey,21.5,3,34.0,45.0,8020.0
a246186918,Rashidajourno,26.27,3,114.0,86.0,43835.0
a14636132,lightningdb,22.74,3,19.0,24.0,4865.0
a16213782,ScotTheLot,50.86,3,26.0,25.0,4582.0
a20209061,tradav,18.65,3,19.0,8.0,4027.0
a745919474,jailangriffiths,19.82,3,17.0,19.0,5573.0
a93551663,joseerose616,90.0,3,68.0,49.0,18632.0
a325520393,Nicole_Lundeen,44.12,3,14.0,33.0,9790.0
a19003688,JyeMurray,17.38,3,6.0,24.0,5131.0
a488836063,davidhurleyHS,90.0,3,129.0,117.0,44210.0
a18602666,RachelARich,21.07,3,49.0,49.0,11634.0
a16661861,benkimber,25.28,3,33.0,41.0,14997.0
a29911868,Joecapp11,42.97,3,14.0,17.0,4741.0
a352523567,jasmalat,48.54,3,17.0,8.0,2599.0
a51841455,raminbeheshti1,90.0,3,44.0,47.0,10453.0
a17617367,davedins,90.0,3,84.0,21.0,12527.0
a14160917,jarrardcole,90.0,3,98.0,63.0,24329.0
a16556611,sejbrowning,29.91,3,16.0,14.0,7060.0
a36382502,johnjedwards3,90.0,3,95.0,125.0,31537.0
a350156378,MazoeFord,37.02,3,77.0,56.0,31332.0
a5760702,samanthabrett,35.02,3,98.0,82.0,36271.0
a366527073,SarahbaxterSTM,31.85,3,59.0,34.0,11003.0
a18265545,will_ock,19.3,3,49.0,12.0,14136.0
a20792871,AndySnell,52.39,3,25.0,30.0,6866.0
a15797153,kbeddoe,43.82,3,27.0,55.0,18425.0
a8475532,sdkstl,21.64,3,56.0,41.0,15529.0
a14992263,RichLightShed,90.0,3,82.0,36.0,15829.0
a16099291,JasonHirschhorn,85.84,3,88.0,49.0,17711.0
a805276508,gabbystern,90.0,3,179.0,151.0,43403.0
a19606505,danpbell,90.0,3,7.0,13.0,2764.0
a8584,Megan,34.42,3,49.0,35.0,14719.0
a16336095,MaryLuDC,90.0,3,55.0,39.0,16332.0
a119714092,Storyful,71.46,3,260.0,148.0,53155.0
a14923268,claireatki,89.8,3,114.0,106.0,29844.0
a150656075,PE_Feeds,18.7,3,14.0,42.0,8743.0
a240682562,chrisduncania,90.0,3,75.0,55.0,15781.0
a17816699,Jonnelle,90.0,3,51.0,61.0,16685.0
a14515799,brianstelter,97.42,3,323.0,48.0,46986.0
a21788515,Nravitz,90.0,3,195.0,41.0,36490.0
a1465161,everyplace,56.25,3,26.0,23.0,7984.0
a36047098,davidmwessel,26.91,3,146.0,19.0,25593.0
a4547141,psmith,25.21,3,57.0,32.0,12199.0
a19787735,A_Grossman,80.71,3,66.0,41.0,18519.0
